date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:11:44	27245/27245	---MCZ	200	added ('OK')	text/html	etag:W/%226a6d-59ce2e77268ca%22	https://www.instahealthsolutions.com/freedemo.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/freedemo.html	(from https://www.instahealthsolutions.com/)
01:11:44	21541/21541	---MCZ	200	added ('OK')	text/html	etag:W/%225425-58ee4e61a5c0b%22	https://www.instahealthsolutions.com/primary-care-centers-and-general-practitioners.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/primary-care-centers-and-general-practitioners.html	(from https://www.instahealthsolutions.com/)
01:11:44	16891/16891	---MCZ	200	added ('OK')	text/html	etag:W/%2241fb-58ee4e648715e%22	https://www.instahealthsolutions.com/secondary-care-hospital.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/secondary-care-hospital.html	(from https://www.instahealthsolutions.com/)
01:11:45	16899/16899	---MCZ	200	added ('OK')	text/html	etag:W/%224203-58ee4e65d7092%22	https://www.instahealthsolutions.com/speciality-centres.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/speciality-centres.html	(from https://www.instahealthsolutions.com/)
01:11:45	24543/24543	---MCZ	200	added ('OK')	text/html	etag:W/%225fdf-58ee4e53b92a2%22	https://www.instahealthsolutions.com/hospital-and-clinic-chains.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/hospital-and-clinic-chains.html	(from https://www.instahealthsolutions.com/)
01:11:45	17664/17664	---MCZ	200	added ('OK')	text/html	etag:W/%224500-58ee4e5f01f22%22	https://www.instahealthsolutions.com/modules.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/modules.html	(from https://www.instahealthsolutions.com/)
01:11:46	21288/21288	---MCZ	200	added ('OK')	text/html	etag:W/%225328-58ee4e62f4ba0%22	https://www.instahealthsolutions.com/process_flows.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/process_flows.html	(from https://www.instahealthsolutions.com/)
01:11:46	80639/80639	---MCZ	200	added ('OK')	text/html	etag:W/%2213aff-59954a7a20870%22	https://www.instahealthsolutions.com/international_features.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/international_features.html	(from https://www.instahealthsolutions.com/)
01:11:46	33574/33574	---MCZ	200	added ('OK')	text/html	etag:W/%228326-58ee4e5830c33%22	https://www.instahealthsolutions.com/integration_interfaces.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/integration_interfaces.html	(from https://www.instahealthsolutions.com/)
01:11:47	22217/22217	---MCZ	200	added ('OK')	text/html	etag:W/%2256c9-58ee4e633722a%22	https://www.instahealthsolutions.com/products.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/products.html	(from https://www.instahealthsolutions.com/)
01:11:47	61856/61856	---MCZ	200	added ('OK')	text/html	etag:W/%22f1a0-58ee4e554a8c0%22	https://www.instahealthsolutions.com/indian_clients.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/indian_clients.html	(from https://www.instahealthsolutions.com/)
01:11:47	22542/22542	---MCZ	200	added ('OK')	text/html	etag:W/%22580e-58ee4e66e29fc%22	https://www.instahealthsolutions.com/testimonials.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/testimonials.html	(from https://www.instahealthsolutions.com/)
01:11:48	24934/24934	---MCZ	200	added ('OK')	text/html	etag:W/%226166-59d456b31981b%22	https://www.instahealthsolutions.com/partners.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/partners.html	(from https://www.instahealthsolutions.com/)
01:11:48	24452/24452	---MCZ	200	added ('OK')	text/html	etag:W/%225f84-58ee4e4fcb445%22	https://www.instahealthsolutions.com/case_studies.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/case_studies.html	(from https://www.instahealthsolutions.com/)
01:11:48	16993/16993	---MCZ	200	added ('OK')	text/html	etag:W/%224261-58ee4e4ec0a7c%22	https://www.instahealthsolutions.com/brochures.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/brochures.html	(from https://www.instahealthsolutions.com/)
01:11:49	63607/63607	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20May%202020%2008:11:48%20GMT	https://www.instahealthsolutions.com/blog/	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/blog/index.html	(from https://www.instahealthsolutions.com/)
01:11:49	17910/17910	---MCZ	200	added ('OK')	text/html	etag:W/%2245f6-58ee4e4e795d1%22	https://www.instahealthsolutions.com/aboutus.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/aboutus.html	(from https://www.instahealthsolutions.com/)
01:11:50	29042/29042	---MCZ	200	added ('OK')	text/html	etag:W/%227172-58ee4e515ca64%22	https://www.instahealthsolutions.com/faq.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/faq.html	(from https://www.instahealthsolutions.com/)
01:11:50	26172/26172	---MCZ	200	added ('OK')	text/html	etag:W/%22663c-59ce2e76e9053%22	https://www.instahealthsolutions.com/contact_us.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/contact_us.html	(from https://www.instahealthsolutions.com/)
01:11:50	59418/59418	---M--	200	added ('OK')	image/png	etag:%225b9260d5-e81a%22	https://www.instahealthsolutions.com/images/banner_img_cont1.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/banner_img_cont1.png	(from https://www.instahealthsolutions.com/)
01:11:51	24420/24420	---M--	200	added ('OK')	image/png	etag:%225b926030-5f64%22	https://www.instahealthsolutions.com/images/banner_img2_1.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/banner_img2_1.png	(from https://www.instahealthsolutions.com/)
01:11:51	25000/25000	---M--	200	added ('OK')	image/png	etag:%225b926091-61a8%22	https://www.instahealthsolutions.com/images/banner_img2.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/banner_img2.png	(from https://www.instahealthsolutions.com/)
01:11:51	8357/8357	---M--	200	added ('OK')	image/png	etag:%225b926073-20a5%22	https://www.instahealthsolutions.com/images/client_img1.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/client_img1.png	(from https://www.instahealthsolutions.com/)
01:11:52	13136/13136	---M--	200	added ('OK')	image/png	etag:%225b92605d-3350%22	https://www.instahealthsolutions.com/images/client_img2.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/client_img2.png	(from https://www.instahealthsolutions.com/)
01:11:52	11862/11862	---M--	200	added ('OK')	image/png	etag:%225b925f77-2e56%22	https://www.instahealthsolutions.com/images/client_img4.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/client_img4.png	(from https://www.instahealthsolutions.com/)
01:11:52	4623/4623	---M--	200	added ('OK')	image/png	etag:%225b92606b-120f%22	https://www.instahealthsolutions.com/images/client_img5.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/client_img5.png	(from https://www.instahealthsolutions.com/)
01:11:53	14171/14171	---M--	200	added ('OK')	image/png	etag:%225b925f89-375b%22	https://www.instahealthsolutions.com/images/client_img6.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/client_img6.png	(from https://www.instahealthsolutions.com/)
01:11:54	22130/22130	---M--	200	added ('OK')	image/png	etag:%225b9260a3-5672%22	https://www.instahealthsolutions.com/images/client_img7.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/client_img7.png	(from https://www.instahealthsolutions.com/)
01:11:55	17144/17144	---M--	200	added ('OK')	image/png	etag:%225b92613a-42f8%22	https://www.instahealthsolutions.com/images/client_img8.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/client_img8.png	(from https://www.instahealthsolutions.com/)
01:11:55	8136/8136	---M--	200	added ('OK')	image/png	etag:%225b9260aa-1fc8%22	https://www.instahealthsolutions.com/images/client_img9.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/client_img9.png	(from https://www.instahealthsolutions.com/)
01:11:56	13106/13106	---M--	200	added ('OK')	image/png	etag:%225b92603b-3332%22	https://www.instahealthsolutions.com/images/african_client_img1.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/african_client_img1.png	(from https://www.instahealthsolutions.com/)
01:11:56	9180/9180	---M--	200	added ('OK')	image/png	etag:%225b926044-23dc%22	https://www.instahealthsolutions.com/images/african_client_img2.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/african_client_img2.png	(from https://www.instahealthsolutions.com/)
01:11:57	7841/7841	---M--	200	added ('OK')	image/png	etag:%225b926080-1ea1%22	https://www.instahealthsolutions.com/images/african_client_img3.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/african_client_img3.png	(from https://www.instahealthsolutions.com/)
01:11:57	6915324/6915324	---M--	200	added ('OK')	application/pdf	etag:%225b92601c-6984fc%22	https://www.instahealthsolutions.com/images/changingafricanhealthcare.pdf	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/changingafricanhealthcare.pdf	(from https://www.instahealthsolutions.com/)
01:11:57	21115/21115	---M--	200	added ('OK')	image/png	etag:%225b9260d0-527b%22	https://www.instahealthsolutions.com/images/african_client_img4.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/african_client_img4.png	(from https://www.instahealthsolutions.com/)
01:11:57	15256/15256	---M--	200	added ('OK')	image/png	etag:%225b926057-3b98%22	https://www.instahealthsolutions.com/images/african_client_img5.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/african_client_img5.png	(from https://www.instahealthsolutions.com/)
01:11:58	17039/17039	---M--	200	added ('OK')	image/png	etag:%225b9260d1-428f%22	https://www.instahealthsolutions.com/images/african_client_img6.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/african_client_img6.png	(from https://www.instahealthsolutions.com/)
01:11:58	13556/13556	---M--	200	added ('OK')	image/png	etag:%225b9260ec-34f4%22	https://www.instahealthsolutions.com/images/african_client_img7.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/african_client_img7.png	(from https://www.instahealthsolutions.com/)
01:11:58	10561/10561	---M--	200	added ('OK')	image/png	etag:%225b9260ef-2941%22	https://www.instahealthsolutions.com/images/practoinsta_img1.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/practoinsta_img1.png	(from https://www.instahealthsolutions.com/)
01:11:58	11128/11128	---M--	200	added ('OK')	image/png	etag:%225b925f70-2b78%22	https://www.instahealthsolutions.com/images/practoinsta_img2.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/practoinsta_img2.png	(from https://www.instahealthsolutions.com/)
01:11:59	11787/11787	---M--	200	added ('OK')	image/png	etag:%225b9260d7-2e0b%22	https://www.instahealthsolutions.com/images/practoinsta_img3.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/practoinsta_img3.png	(from https://www.instahealthsolutions.com/)
01:11:59	11714/11714	---M--	200	added ('OK')	image/png	etag:%225b9260e2-2dc2%22	https://www.instahealthsolutions.com/images/practoinsta_img4.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/practoinsta_img4.png	(from https://www.instahealthsolutions.com/)
01:11:59	7427/7427	---M--	200	added ('OK')	image/png	etag:%225b926100-1d03%22	https://www.instahealthsolutions.com/images/practoinsta_img5.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/practoinsta_img5.png	(from https://www.instahealthsolutions.com/)
01:12:00	9599/9599	---M--	200	added ('OK')	image/png	etag:%225b926078-257f%22	https://www.instahealthsolutions.com/images/practoinsta_img6.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/practoinsta_img6.png	(from https://www.instahealthsolutions.com/)
01:12:00	4817/4817	---M--	200	added ('OK')	image/png	etag:%225b9260f6-12d1%22	https://www.instahealthsolutions.com/images/whypractoinsta_img1.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/whypractoinsta_img1.png	(from https://www.instahealthsolutions.com/)
01:12:00	4793/4793	---M--	200	added ('OK')	image/png	etag:%225b926120-12b9%22	https://www.instahealthsolutions.com/images/whypractoinsta_img2.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/whypractoinsta_img2.png	(from https://www.instahealthsolutions.com/)
01:12:01	6250/6250	---M--	200	added ('OK')	image/png	etag:%225b926082-186a%22	https://www.instahealthsolutions.com/images/whypractoinsta_img3.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/whypractoinsta_img3.png	(from https://www.instahealthsolutions.com/)
01:12:01	4963/4963	---M--	200	added ('OK')	image/png	etag:%225b926070-1363%22	https://www.instahealthsolutions.com/images/whypractoinsta_img4.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/whypractoinsta_img4.png	(from https://www.instahealthsolutions.com/)
01:12:01	4517/4517	---M--	200	added ('OK')	image/png	etag:%225b926053-11a5%22	https://www.instahealthsolutions.com/images/whypractoinsta_img5.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/whypractoinsta_img5.png	(from https://www.instahealthsolutions.com/)
01:12:01	6021/6021	---M--	200	added ('OK')	image/png	etag:%225b926097-1785%22	https://www.instahealthsolutions.com/images/whypractoinsta_img6.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/whypractoinsta_img6.png	(from https://www.instahealthsolutions.com/)
01:12:02	4970/4970	---M--	200	added ('OK')	image/png	etag:%225b926148-136a%22	https://www.instahealthsolutions.com/images/whypractoinsta_img7.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/whypractoinsta_img7.png	(from https://www.instahealthsolutions.com/)
01:12:02	4773/4773	---M--	200	added ('OK')	image/png	etag:%225b9260e5-12a5%22	https://www.instahealthsolutions.com/images/whypractoinsta_img8.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/whypractoinsta_img8.png	(from https://www.instahealthsolutions.com/)
01:12:02	1812/1812	---M--	200	added ('OK')	image/png	etag:%225b9260f1-714%22	https://www.instahealthsolutions.com/images/userdefault_img.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/userdefault_img.png	(from https://www.instahealthsolutions.com/)
01:12:04	30536/30536	---MCZ	200	added ('OK')	text/html	etag:W/%227748-59ce44c83e1fa%22	https://www.instahealthsolutions.com/international_clients.html	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/international_clients.html	(from https://www.instahealthsolutions.com/)
01:12:04	2006/2006	---M--	200	added ('OK')	image/png	etag:%225b92602a-7d6%22	https://www.instahealthsolutions.com/images/country_img1.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img1.png	(from https://www.instahealthsolutions.com/)
01:12:04	2145/2145	---M--	200	added ('OK')	image/png	etag:%225b92603e-861%22	https://www.instahealthsolutions.com/images/country_img2.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img2.png	(from https://www.instahealthsolutions.com/)
01:12:04	1677/1677	---M--	200	added ('OK')	image/png	etag:%225b925f66-68d%22	https://www.instahealthsolutions.com/images/country_img3.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img3.png	(from https://www.instahealthsolutions.com/)
01:12:05	2335/2335	---M--	200	added ('OK')	image/png	etag:%225b925f9b-91f%22	https://www.instahealthsolutions.com/images/country_img4.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img4.png	(from https://www.instahealthsolutions.com/)
01:12:05	2058/2058	---M--	200	added ('OK')	image/png	etag:%225b925f67-80a%22	https://www.instahealthsolutions.com/images/country_img5.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img5.png	(from https://www.instahealthsolutions.com/)
01:12:05	2076/2076	---M--	200	added ('OK')	image/png	etag:%225b925f91-81c%22	https://www.instahealthsolutions.com/images/country_img6.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img6.png	(from https://www.instahealthsolutions.com/)
01:12:06	2230/2230	---M--	200	added ('OK')	image/png	etag:%225b926032-8b6%22	https://www.instahealthsolutions.com/images/country_img7.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img7.png	(from https://www.instahealthsolutions.com/)
01:12:06	2358/2358	---M--	200	added ('OK')	image/png	etag:%225b92601e-936%22	https://www.instahealthsolutions.com/images/country_img8.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img8.png	(from https://www.instahealthsolutions.com/)
01:12:06	2632/2632	---M--	200	added ('OK')	image/png	etag:%225b926033-a48%22	https://www.instahealthsolutions.com/images/country_img9.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img9.png	(from https://www.instahealthsolutions.com/)
01:12:06	2529/2529	---M--	200	added ('OK')	image/png	etag:%225b925f6a-9e1%22	https://www.instahealthsolutions.com/images/country_img10.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img10.png	(from https://www.instahealthsolutions.com/)
01:12:07	2162/2162	---M--	200	added ('OK')	image/png	etag:%225b926154-872%22	https://www.instahealthsolutions.com/images/country_img11.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img11.png	(from https://www.instahealthsolutions.com/)
01:12:07	2422/2422	---M--	200	added ('OK')	image/png	etag:%225b9260b8-976%22	https://www.instahealthsolutions.com/images/country_img12.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img12.png	(from https://www.instahealthsolutions.com/)
01:12:07	2382/2382	---M--	200	added ('OK')	image/png	etag:%225b926141-94e%22	https://www.instahealthsolutions.com/images/country_img13.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img13.png	(from https://www.instahealthsolutions.com/)
01:12:08	2352/2352	---M--	200	added ('OK')	image/png	etag:%225b925f98-930%22	https://www.instahealthsolutions.com/images/country_img14.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img14.png	(from https://www.instahealthsolutions.com/)
01:12:08	2410/2410	---M--	200	added ('OK')	image/png	etag:%225b926027-96a%22	https://www.instahealthsolutions.com/images/country_img15.png	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/images/country_img15.png	(from https://www.instahealthsolutions.com/)
01:12:08	134009/134009	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2026%20May%202020%2008:12:08%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/istahealth/connect.facebook.net/en_US/fbevents.js	(from https://www.instahealthsolutions.com/)
01:12:09	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b925f4a-4e9f%22	https://www.instahealthsolutions.com/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/fonts/glyphicons-halflings-regular.eot	(from https://www.instahealthsolutions.com/css/bootstrap.css)
01:12:09	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b925f4a-4e9f%22	https://www.instahealthsolutions.com/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.instahealthsolutions.com/css/bootstrap.css)
01:12:09	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%225b925f57-466c%22	https://www.instahealthsolutions.com/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/fonts/glyphicons-halflings-regular.woff2	(from https://www.instahealthsolutions.com/css/bootstrap.css)
01:12:09	23424/23424	---M--	200	added ('OK')	font/woff	etag:%225b925f59-5b80%22	https://www.instahealthsolutions.com/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/fonts/glyphicons-halflings-regular.woff	(from https://www.instahealthsolutions.com/css/bootstrap.css)
01:12:10	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%225b925f43-b15c%22	https://www.instahealthsolutions.com/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/fonts/glyphicons-halflings-regular.ttf	(from https://www.instahealthsolutions.com/css/bootstrap.css)
01:12:10	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b925f39-1a8c2%22	https://www.instahealthsolutions.com/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/fonts/glyphicons-halflings-regular.svg	(from https://www.instahealthsolutions.com/css/bootstrap.css)
01:12:11	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b925f4e-12ae6%22	https://www.instahealthsolutions.com/fonts/fontawesome-webfont.eot?v=4.6.3	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/fonts/fontawesome-webfont5b62.eot	(from https://www.instahealthsolutions.com/css/font-awesome.min.css)
01:12:11	71896/71896	---M--	200	added ('OK')	font/woff2	etag:%225b925f3c-118d8%22	https://www.instahealthsolutions.com/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/fonts/fontawesome-webfont5b62.woff2	(from https://www.instahealthsolutions.com/css/font-awesome.min.css)
01:12:11	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b925f4e-12ae6%22	https://www.instahealthsolutions.com/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/fonts/fontawesome-webfontd41d.eot	(from https://www.instahealthsolutions.com/css/font-awesome.min.css)
01:12:12	90412/90412	---M--	200	added ('OK')	font/woff	etag:%225b925f3f-1612c%22	https://www.instahealthsolutions.com/fonts/fontawesome-webfont.woff?v=4.6.3	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/fonts/fontawesome-webfont5b62.woff	(from https://www.instahealthsolutions.com/css/font-awesome.min.css)
01:12:12	152796/152796	---M--	200	added ('OK')	application/octet-stream	etag:%225b925f27-254dc%22	https://www.instahealthsolutions.com/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/fonts/fontawesome-webfont5b62.ttf	(from https://www.instahealthsolutions.com/css/font-awesome.min.css)
01:12:12	391622/391622	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b925f48-5f9c6%22	https://www.instahealthsolutions.com/fonts/fontawesome-webfont.svg?v=4.6.3	C:/My%20Web%20Sites/istahealth/www.instahealthsolutions.com/fonts/fontawesome-webfont5b62.svg	(from https://www.instahealthsolutions.com/css/font-awesome.min.css)
